credit_risk_70;;;;;;;;;
loan_status;person_income;person_home_ownership;person_emp_length;loan_intent;loan_grade;loan_amnt;loan_int_rate;loan_percent_income;cb_person_default_on_file
0;63000;MORTGAGE;6.0;HOMEIMPROVEMENT;B;25000;11.48;0.40;N
1;34000;RENT;4.0;PERSONAL;B;3000;10.65;0.09;N
0;148716;RENT;4.0;PERSONAL;C;24250;13.23;0.16;Y
0;45000;MORTGAGE;5.0;EDUCATION;B;14500;11.48;0.32;N
1;29856;RENT;0.0;PERSONAL;A;10300;8.94;0.34;N
0;27000;OWN;5.0;EDUCATION;A;5600;5.42;0.21;N
1;136000;MORTGAGE;4.0;DEBTCONSOLIDATION;D;7775;14.96;0.06;Y
0;30000;MORTGAGE;0.0;VENTURE;A;3500;8.00;0.12;N
0;55000;MORTGAGE;7.0;DEBTCONSOLIDATION;A;3850;5.42;0.07;N
0;55000;MORTGAGE;5.0;PERSONAL;A;12000;5.42;0.22;N
1;31000;MORTGAGE;2.0;PERSONAL;B;12250;11.36;0.40;N
1;33600;RENT;5.0;PERSONAL;B;12000;9.91;0.36;N
1;43000;RENT;7.0;DEBTCONSOLIDATION;C;24000;13.85;0.56;Y
0;96000;RENT;1.0;DEBTCONSOLIDATION;B;17400;10.37;0.18;N
0;42000;RENT;1.0;MEDICAL;B;11975;12.53;0.29;N
0;150000;MORTGAGE;12.0;PERSONAL;A;7000;9.32;0.05;N
1;36000;RENT;2.0;DEBTCONSOLIDATION;D;16750;15.28;0.47;Y
0;70000;MORTGAGE;5.0;DEBTCONSOLIDATION;C;10000;13.85;0.14;N
1;42000;RENT;6.0;DEBTCONSOLIDATION;D;3500;12.67;0.08;N
1;30000;RENT;2.0;MEDICAL;D;6600;15.33;0.22;Y
0;92000;RENT;4.0;DEBTCONSOLIDATION;A;15000;7.90;0.16;N
0;27000;RENT;6.0;DEBTCONSOLIDATION;A;5000;9.32;0.19;N
0;26500;RENT;11.0;MEDICAL;C;2000;13.16;0.08;N
0;145000;MORTGAGE;9.0;HOMEIMPROVEMENT;A;8000;8.49;0.06;N
0;119000;MORTGAGE;10.0;MEDICAL;C;9000;13.47;0.08;N
0;85000;MORTGAGE;0.0;EDUCATION;C;11000;14.27;0.13;N
1;29100;RENT;2.0;PERSONAL;D;6250;16.07;0.21;Y
0;92000;MORTGAGE;14.0;HOMEIMPROVEMENT;B;16000;11.11;0.17;N
1;32220;RENT;11.0;MEDICAL;B;17725;11.49;0.55;N
0;55000;RENT;0.0;MEDICAL;A;3000;6.39;0.05;N
0;100000;MORTGAGE;1.0;HOMEIMPROVEMENT;A;12000;6.03;0.12;N
0;160000;RENT;7.0;PERSONAL;B;8000;12.69;0.05;N
0;63000;MORTGAGE;9.0;DEBTCONSOLIDATION;B;4500;8.88;0.07;N
0;85296;RENT;7.0;DEBTCONSOLIDATION;C;6500;12.98;0.08;Y
0;24000;OWN;5.0;VENTURE;C;4000;14.72;0.17;Y
0;53000;MORTGAGE;6.0;DEBTCONSOLIDATION;A;7750;7.14;0.15;N
0;51000;MORTGAGE;2.0;VENTURE;A;12000;6.17;0.24;N
0;120640;RENT;0.0;EDUCATION;C;9600;14.22;0.08;N
0;34000;OWN;7.0;EDUCATION;C;8000;12.53;0.24;N
1;34000;MORTGAGE;6.0;VENTURE;D;15000;15.99;0.44;Y
0;51000;MORTGAGE;11.0;HOMEIMPROVEMENT;B;9000;9.99;0.18;N
0;72000;MORTGAGE;1.0;VENTURE;B;6000;9.99;0.08;N
0;40000;RENT;6.0;MEDICAL;C;5000;12.61;0.13;N
0;115000;MORTGAGE;3.0;HOMEIMPROVEMENT;A;25000;7.49;0.22;N
0;80000;MORTGAGE;9.0;VENTURE;A;12000;7.88;0.15;N
1;253000;MORTGAGE;5.0;HOMEIMPROVEMENT;F;25000;17.26;0.10;N
0;110000;MORTGAGE;9.0;HOMEIMPROVEMENT;A;15000;9.63;0.14;N
0;116000;MORTGAGE;6.0;DEBTCONSOLIDATION;A;10000;6.03;0.09;N
0;64777;RENT;5.0;DEBTCONSOLIDATION;A;8500;7.51;0.13;N
0;93000;MORTGAGE;14.0;MEDICAL;B;22500;11.83;0.24;N
0;23004;RENT;6.0;EDUCATION;F;3000;17.80;0.13;Y
0;32400;MORTGAGE;20.0;PERSONAL;D;6600;13.24;0.20;Y
0;160000;RENT;7.0;PERSONAL;B;8000;12.69;0.05;N
0;40800;MORTGAGE;4.0;EDUCATION;B;6000;11.49;0.15;N
0;59600;MORTGAGE;6.0;PERSONAL;A;6000;5.42;0.10;N
1;30000;RENT;9.0;EDUCATION;D;6000;14.74;0.20;Y
0;69000;RENT;12.0;HOMEIMPROVEMENT;A;16000;5.99;0.23;N
0;23400;OWN;12.0;EDUCATION;D;5000;15.33;0.21;N
0;70000;RENT;4.0;EDUCATION;B;20000;11.48;0.29;N
0;97000;MORTGAGE;9.0;PERSONAL;C;5000;13.49;0.05;Y
0;95000;OWN;2.0;MEDICAL;C;21600;13.92;0.23;Y
0;54996;RENT;1.0;VENTURE;B;10000;9.99;0.18;N
0;65000;RENT;2.0;VENTURE;A;5000;5.42;0.08;N
1;36500;RENT;2.0;HOMEIMPROVEMENT;A;5000;6.91;0.14;N
0;105000;RENT;2.0;VENTURE;A;13800;7.66;0.13;N
0;96000;RENT;3.0;HOMEIMPROVEMENT;B;6400;11.49;0.07;N
0;51298;RENT;11.0;VENTURE;B;1000;10.37;0.02;N
0;39000;MORTGAGE;3.0;EDUCATION;C;5000;12.98;0.13;N
1;42000;RENT;8.0;MEDICAL;D;8000;16.29;0.19;N
0;69600;RENT;2.0;PERSONAL;A;10000;8.38;0.14;N
1;18000;RENT;0.0;HOMEIMPROVEMENT;A;10000;7.29;0.56;N
0;45000;RENT;3.0;MEDICAL;C;10000;12.87;0.22;Y
1;65219;RENT;11.0;DEBTCONSOLIDATION;D;21000;14.09;0.32;N
0;60000;RENT;0.0;DEBTCONSOLIDATION;B;6500;11.11;0.11;N
0;90000;MORTGAGE;8.0;EDUCATION;A;8000;7.66;0.09;N
0;60000;RENT;0.0;VENTURE;C;9700;13.61;0.16;Y
0;57240;RENT;3.0;VENTURE;A;9000;7.51;0.16;N
1;49000;RENT;2.0;VENTURE;C;3000;12.68;0.06;Y
0;90000;RENT;4.0;PERSONAL;A;13000;9.32;0.14;N
0;96720;MORTGAGE;9.0;EDUCATION;A;18000;7.90;0.19;N
1;95000;RENT;0.0;DEBTCONSOLIDATION;D;20000;14.59;0.21;Y
0;103000;MORTGAGE;4.0;VENTURE;A;10000;7.51;0.10;N
1;44000;RENT;4.0;HOMEIMPROVEMENT;G;12500;22.11;0.28;Y
0;60000;RENT;2.0;PERSONAL;C;12000;14.22;0.20;Y
0;75000;RENT;1.0;VENTURE;C;10250;12.23;0.14;Y
0;94500;OWN;10.0;VENTURE;A;2000;5.42;0.02;N
1;54000;MORTGAGE;4.0;EDUCATION;D;12000;17.49;0.22;N
0;25000;MORTGAGE;4.0;EDUCATION;B;1600;11.36;0.06;N
0;40800;RENT;0.0;VENTURE;A;2800;6.99;0.07;N
0;52000;RENT;0.0;EDUCATION;A;3000;5.99;0.06;N
0;70000;RENT;4.0;VENTURE;C;14400;12.68;0.21;N
0;50000;RENT;2.0;DEBTCONSOLIDATION;B;10000;11.26;0.20;N
0;50000;MORTGAGE;3.0;VENTURE;C;7000;13.48;0.14;Y
0;126000;MORTGAGE;9.0;EDUCATION;A;15000;7.90;0.12;N
0;80000;RENT;4.0;DEBTCONSOLIDATION;A;7000;6.62;0.09;N
1;12000;RENT;3.0;EDUCATION;B;1600;10.59;0.13;N
0;43500;RENT;0.0;EDUCATION;A;3000;5.42;0.07;N
0;31200;RENT;7.0;MEDICAL;B;8000;11.49;0.26;N
1;78000;MORTGAGE;7.0;DEBTCONSOLIDATION;C;9600;13.98;0.12;Y
0;54000;MORTGAGE;4.0;EDUCATION;D;5000;15.62;0.09;N
1;32004;RENT;1.0;PERSONAL;B;24250;11.12;0.76;N
1;36500;RENT;3.0;EDUCATION;A;12000;7.51;0.33;N
1;84000;MORTGAGE;3.0;HOMEIMPROVEMENT;G;25000;17.34;0.30;Y
0;56000;MORTGAGE;4.0;HOMEIMPROVEMENT;C;19125;13.99;0.34;Y
0;21600;OWN;2.0;VENTURE;C;6000;12.68;0.28;N
0;70500;RENT;1.0;VENTURE;B;5000;11.14;0.07;N
0;82000;OWN;8.0;EDUCATION;C;25000;15.27;0.30;Y
0;68000;MORTGAGE;1.0;EDUCATION;C;15000;11.78;0.22;N
0;54000;RENT;2.0;DEBTCONSOLIDATION;A;7800;7.90;0.14;N
1;32000;RENT;4.0;MEDICAL;A;14500;6.17;0.45;N
0;170000;RENT;11.0;PERSONAL;D;25000;16.32;0.15;N
0;144000;MORTGAGE;13.0;VENTURE;A;16000;6.62;0.11;N
1;89000;RENT;1.0;EDUCATION;A;28800;7.49;0.32;N
0;105600;MORTGAGE;2.0;PERSONAL;A;25000;6.99;0.24;N
0;42000;RENT;2.0;VENTURE;B;2000;9.25;0.05;N
0;64000;RENT;4.0;DEBTCONSOLIDATION;B;10000;11.99;0.16;N
0;54500;RENT;7.0;EDUCATION;A;2400;9.32;0.04;N
0;70000;RENT;1.0;EDUCATION;A;3500;5.42;0.05;N
0;80000;RENT;10.0;VENTURE;B;12000;11.83;0.15;N
0;65004;MORTGAGE;7.0;EDUCATION;A;5000;6.17;0.08;N
1;25000;RENT;3.0;VENTURE;B;10000;11.83;0.40;N
0;32500;MORTGAGE;12.0;EDUCATION;A;5000;7.14;0.15;N
0;90000;MORTGAGE;7.0;MEDICAL;B;3000;9.25;0.03;N
0;50000;RENT;4.0;EDUCATION;A;10000;9.32;0.20;N
1;172000;MORTGAGE;6.0;DEBTCONSOLIDATION;C;20000;13.47;0.12;Y
0;1782000;RENT;13.0;EDUCATION;C;12025;14.27;0.01;N
0;160000;OWN;20.0;VENTURE;D;24000;14.96;0.15;Y
1;54000;MORTGAGE;21.0;DEBTCONSOLIDATION;D;25000;15.57;0.46;Y
0;55684;MORTGAGE;13.0;EDUCATION;B;5200;12.69;0.09;N
0;104800;MORTGAGE;6.0;VENTURE;A;14000;6.03;0.13;N
1;30000;RENT;5.0;EDUCATION;B;12000;11.36;0.40;N
0;33000;MORTGAGE;5.0;VENTURE;B;4200;11.36;0.13;N
0;40000;RENT;5.0;DEBTCONSOLIDATION;B;10000;11.99;0.25;N
0;12000;RENT;1.0;EDUCATION;C;1000;13.98;0.08;N
1;17004;RENT;4.0;HOMEIMPROVEMENT;A;3500;7.68;0.21;N
1;43000;RENT;9.0;MEDICAL;A;18000;7.90;0.42;N
0;55000;RENT;0.0;MEDICAL;A;3000;6.39;0.05;N
0;48732;OTHER;6.0;MEDICAL;A;3500;9.32;0.07;N
0;26000;RENT;2.0;VENTURE;C;1500;12.99;0.06;Y
0;30000;OWN;7.0;HOMEIMPROVEMENT;A;15250;6.54;0.51;N
0;96000;RENT;3.0;DEBTCONSOLIDATION;B;12000;11.99;0.13;N
0;66996;MORTGAGE;7.0;MEDICAL;A;10000;9.32;0.15;N
1;56839;RENT;15.0;MEDICAL;D;9000;15.33;0.16;N
0;162000;RENT;5.0;EDUCATION;A;14500;7.90;0.09;N
0;24000;RENT;2.0;MEDICAL;B;2500;10.65;0.10;N
0;32000;RENT;0.0;EDUCATION;A;4800;7.14;0.15;N
0;47000;MORTGAGE;5.0;PERSONAL;A;7000;7.14;0.15;N
0;32000;MORTGAGE;0.0;VENTURE;A;9850;8.94;0.31;N
0;75000;RENT;7.0;EDUCATION;C;18000;12.73;0.24;Y
0;130000;RENT;3.0;VENTURE;D;14400;14.46;0.11;Y
0;99100;RENT;2.0;PERSONAL;A;7000;7.49;0.07;N
1;55000;RENT;5.0;DEBTCONSOLIDATION;B;20000;12.53;0.36;N
0;50000;MORTGAGE;8.0;DEBTCONSOLIDATION;B;12500;10.65;0.25;N
0;35000;MORTGAGE;0.0;MEDICAL;A;8000;5.42;0.23;N
1;42000;RENT;3.0;HOMEIMPROVEMENT;D;8000;15.58;0.19;N
1;29000;RENT;16.0;DEBTCONSOLIDATION;D;9450;16.29;0.33;N
0;50000;RENT;0.0;HOMEIMPROVEMENT;C;15000;12.72;0.30;Y
0;100000;RENT;9.0;HOMEIMPROVEMENT;C;20000;13.06;0.20;Y
0;43955;RENT;7.0;EDUCATION;D;7800;15.62;0.18;N
0;100843;MORTGAGE;6.0;MEDICAL;C;2800;12.87;0.03;N
0;100000;MORTGAGE;0.0;EDUCATION;C;12025;13.49;0.12;N
0;60000;MORTGAGE;8.0;PERSONAL;C;7400;13.11;0.12;Y
0;72000;RENT;9.0;PERSONAL;B;9000;11.14;0.13;N
0;52000;RENT;4.0;MEDICAL;C;5000;12.23;0.10;Y
0;66420;MORTGAGE;1.0;MEDICAL;B;4000;12.18;0.06;N
1;86000;MORTGAGE;9.0;HOMEIMPROVEMENT;B;5000;10.36;0.06;N
0;95000;MORTGAGE;13.0;HOMEIMPROVEMENT;D;8000;14.84;0.08;N
0;45000;RENT;3.0;PERSONAL;A;7200;9.38;0.16;N
1;42720;RENT;1.0;EDUCATION;D;10000;16.89;0.23;Y
0;28800;RENT;9.0;MEDICAL;B;2000;11.48;0.07;N
0;67000;MORTGAGE;5.0;EDUCATION;D;25000;15.65;0.37;Y
0;34000;RENT;0.0;PERSONAL;A;6000;8.90;0.18;N
1;73000;MORTGAGE;9.0;EDUCATION;E;25000;16.32;0.34;N
0;27000;RENT;8.0;MEDICAL;A;5000;6.76;0.19;N
0;60000;RENT;11.0;DEBTCONSOLIDATION;A;5500;7.51;0.09;N
0;84000;RENT;1.0;PERSONAL;B;12000;11.71;0.14;N
1;33100;RENT;3.0;DEBTCONSOLIDATION;C;8000;14.26;0.24;Y
0;178008;RENT;12.0;DEBTCONSOLIDATION;B;7500;11.14;0.04;N
1;33288;RENT;2.0;DEBTCONSOLIDATION;C;10800;12.09;0.32;N
0;55000;RENT;5.0;DEBTCONSOLIDATION;A;16000;8.94;0.29;N
0;125000;OTHER;4.0;VENTURE;A;7500;8.00;0.06;N
0;80000;RENT;6.0;PERSONAL;C;6400;13.16;0.08;N
0;140000;RENT;11.0;HOMEIMPROVEMENT;C;25000;13.11;0.18;Y
1;36499;RENT;1.0;HOMEIMPROVEMENT;B;4200;10.99;0.12;N
1;83000;MORTGAGE;7.0;EDUCATION;B;24175;11.11;0.29;N
0;29000;RENT;7.0;PERSONAL;C;6000;13.61;0.21;N
1;64000;MORTGAGE;2.0;DEBTCONSOLIDATION;E;12000;17.56;0.19;Y
0;130000;MORTGAGE;3.0;VENTURE;B;24250;12.18;0.19;N
1;95000;MORTGAGE;1.0;HOMEIMPROVEMENT;C;19800;13.22;0.21;Y
0;55000;OWN;2.0;VENTURE;B;24375;10.37;0.44;N
0;94000;RENT;0.0;MEDICAL;B;10000;9.45;0.11;N
1;25920;RENT;1.0;MEDICAL;C;9000;10.59;0.35;N
0;52000;RENT;1.0;DEBTCONSOLIDATION;C;7000;12.53;0.13;N
0;105000;MORTGAGE;8.0;EDUCATION;B;13000;9.91;0.12;N
0;36000;RENT;1.0;PERSONAL;B;2500;10.00;0.07;N
0;62400;RENT;8.0;EDUCATION;B;15000;9.45;0.24;N
0;39000;RENT;0.0;EDUCATION;A;3000;7.90;0.08;N
0;42200;RENT;5.0;DEBTCONSOLIDATION;A;4450;9.32;0.11;N
0;96000;MORTGAGE;6.0;EDUCATION;A;9000;7.49;0.09;N
0;56000;MORTGAGE;4.0;VENTURE;A;6000;5.99;0.11;N
0;30000;MORTGAGE;0.0;EDUCATION;D;2000;14.46;0.07;Y
0;60000;RENT;1.0;DEBTCONSOLIDATION;A;9000;7.51;0.15;N
0;75000;OWN;7.0;EDUCATION;D;12000;12.49;0.16;N
0;72000;OWN;3.0;PERSONAL;B;10000;10.59;0.14;N
0;80000;MORTGAGE;0.0;PERSONAL;B;8000;9.63;0.10;N
0;75000;RENT;5.0;MEDICAL;A;5000;7.88;0.07;N
0;150000;MORTGAGE;11.0;PERSONAL;B;25000;10.36;0.17;N
0;28500;MORTGAGE;6.0;VENTURE;A;2600;7.74;0.09;N
1;62000;RENT;8.0;VENTURE;D;10000;17.27;0.16;Y
0;190000;OWN;11.0;MEDICAL;B;23000;11.83;0.12;N
0;84000;RENT;3.0;EDUCATION;A;9000;5.79;0.11;N
0;60000;MORTGAGE;1.0;HOMEIMPROVEMENT;C;3500;12.99;0.06;Y
0;90000;RENT;2.0;EDUCATION;B;7200;11.99;0.08;N
0;65000;MORTGAGE;3.0;DEBTCONSOLIDATION;A;2000;7.88;0.03;N
0;27800;RENT;3.0;MEDICAL;A;6800;8.49;0.24;N
0;58000;MORTGAGE;6.0;DEBTCONSOLIDATION;A;2200;7.40;0.04;N
1;83600;RENT;7.0;PERSONAL;A;15000;8.49;0.18;N
0;36500;MORTGAGE;1.0;VENTURE;B;10000;9.33;0.27;N
0;127000;MORTGAGE;3.0;HOMEIMPROVEMENT;D;12000;15.05;0.09;Y
0;21000;RENT;0.0;DEBTCONSOLIDATION;B;4500;9.62;0.21;N
1;49000;MORTGAGE;34.0;MEDICAL;D;7500;13.55;0.15;Y
0;29004;RENT;5.0;MEDICAL;B;8725;12.18;0.30;N
1;26453;MORTGAGE;6.0;MEDICAL;B;7200;11.71;0.27;N
0;79000;MORTGAGE;7.0;EDUCATION;A;17825;6.62;0.23;N
0;128000;RENT;9.0;PERSONAL;A;30000;7.29;0.23;N
0;105000;MORTGAGE;17.0;MEDICAL;C;5000;14.65;0.05;N
1;32000;RENT;0.0;HOMEIMPROVEMENT;C;7000;14.26;0.22;N
1;138000;MORTGAGE;2.0;PERSONAL;E;24000;16.35;0.17;N
0;121000;RENT;2.0;EDUCATION;A;2500;7.66;0.02;N
0;110000;MORTGAGE;1.0;PERSONAL;B;18000;10.37;0.16;N
1;28800;RENT;2.0;HOMEIMPROVEMENT;B;6000;10.62;0.21;N
0;79800;MORTGAGE;2.0;DEBTCONSOLIDATION;A;6000;7.14;0.08;N
0;75000;MORTGAGE;2.0;VENTURE;E;19600;15.13;0.26;N
0;62500;MORTGAGE;8.0;MEDICAL;A;15000;6.91;0.24;N
0;66000;MORTGAGE;8.0;MEDICAL;A;15000;6.54;0.23;N
0;70000;RENT;9.0;PERSONAL;B;8000;12.53;0.11;N
1;138000;MORTGAGE;3.0;EDUCATION;E;23975;17.93;0.17;N
0;120996;MORTGAGE;14.0;HOMEIMPROVEMENT;A;4000;7.66;0.03;N
0;85000;MORTGAGE;12.0;VENTURE;A;3800;6.03;0.04;N
0;58000;MORTGAGE;0.0;EDUCATION;A;9600;7.51;0.17;N
0;90000;MORTGAGE;11.0;PERSONAL;A;10000;8.94;0.11;N
0;55000;RENT;3.0;DEBTCONSOLIDATION;B;1200;11.58;0.02;N
0;130000;RENT;0.0;HOMEIMPROVEMENT;C;3000;14.22;0.02;N
0;90000;RENT;5.0;VENTURE;D;7500;15.58;0.08;Y
0;100000;MORTGAGE;3.0;EDUCATION;C;8000;13.98;0.08;Y
0;25100;OWN;7.0;EDUCATION;D;10800;14.59;0.43;Y
0;100000;MORTGAGE;13.0;PERSONAL;A;10000;6.17;0.10;N
0;61000;RENT;3.0;MEDICAL;B;5000;9.99;0.08;N
0;57000;MORTGAGE;16.0;EDUCATION;B;6300;10.99;0.11;N
1;33276;RENT;2.0;MEDICAL;F;8400;18.43;0.25;Y
0;80800;RENT;6.0;PERSONAL;A;12000;8.90;0.15;N
0;780000;RENT;9.0;HOMEIMPROVEMENT;B;7500;12.18;0.01;N
0;84996;RENT;12.0;PERSONAL;B;10000;10.51;0.12;N
0;30000;RENT;3.0;PERSONAL;A;3600;5.99;0.12;N
0;46800;RENT;9.0;MEDICAL;A;5000;6.76;0.11;N
0;96000;RENT;1.0;PERSONAL;B;5000;11.99;0.05;N
0;30000;RENT;2.0;DEBTCONSOLIDATION;C;6000;13.49;0.20;N
0;77200;RENT;1.0;EDUCATION;B;3000;9.63;0.04;N
1;29004;RENT;0.0;VENTURE;D;6000;15.62;0.21;N
0;25000;RENT;0.0;MEDICAL;A;7000;8.90;0.28;N
0;108000;MORTGAGE;3.0;HOMEIMPROVEMENT;A;13750;5.79;0.13;N
0;45000;RENT;4.0;MEDICAL;B;5100;10.00;0.11;N
0;11760;RENT;0.0;VENTURE;C;1000;13.98;0.09;N
0;27040;RENT;0.0;DEBTCONSOLIDATION;C;1500;12.73;0.06;N
0;130000;RENT;7.0;DEBTCONSOLIDATION;B;24000;11.49;0.18;N
1;30000;RENT;2.0;EDUCATION;B;2000;11.71;0.07;N
0;52000;RENT;10.0;HOMEIMPROVEMENT;E;6000;15.68;0.12;N
0;65000;MORTGAGE;5.0;MEDICAL;B;2000;9.62;0.03;N
1;72000;RENT;6.0;DEBTCONSOLIDATION;B;21000;11.99;0.29;N
0;92000;MORTGAGE;4.0;EDUCATION;E;15600;16.35;0.17;Y
1;15996;RENT;3.0;DEBTCONSOLIDATION;C;4000;13.35;0.25;Y
0;85000;MORTGAGE;10.0;VENTURE;B;16000;10.99;0.19;N
0;50000;MORTGAGE;4.0;MEDICAL;B;21850;12.42;0.44;N
0;42000;RENT;2.0;PERSONAL;C;4200;13.35;0.10;N
0;31875;RENT;3.0;EDUCATION;C;7500;13.11;0.24;N
0;60000;MORTGAGE;7.0;VENTURE;A;7000;7.14;0.12;N
0;35000;RENT;3.0;EDUCATION;A;4800;5.42;0.14;N
0;55000;RENT;3.0;MEDICAL;B;6000;10.74;0.11;N
0;110000;MORTGAGE;10.0;VENTURE;C;8000;14.35;0.07;Y
1;38200;RENT;0.0;VENTURE;A;12000;8.94;0.31;N
1;49000;RENT;13.0;EDUCATION;B;5000;10.74;0.10;N
0;87204;MORTGAGE;7.0;MEDICAL;A;10000;9.32;0.11;N
0;127992;MORTGAGE;10.0;MEDICAL;C;26000;13.99;0.20;Y
0;68000;RENT;0.0;DEBTCONSOLIDATION;A;6500;7.51;0.10;N
0;58608;RENT;4.0;MEDICAL;A;10000;7.51;0.17;N
0;115000;MORTGAGE;4.0;HOMEIMPROVEMENT;C;7200;13.85;0.06;Y
0;80000;RENT;0.0;EDUCATION;B;7050;8.88;0.09;N
0;140000;MORTGAGE;11.0;HOMEIMPROVEMENT;B;5000;11.49;0.04;N
0;42000;OWN;2.0;MEDICAL;C;6000;12.84;0.14;N
0;90000;RENT;11.0;HOMEIMPROVEMENT;B;16000;8.88;0.18;N
0;79800;RENT;8.0;HOMEIMPROVEMENT;B;2500;9.62;0.03;N
0;33227;RENT;2.0;EDUCATION;B;4000;9.88;0.12;N
0;148000;RENT;8.0;VENTURE;D;10000;13.55;0.07;N
0;100000;MORTGAGE;1.0;EDUCATION;B;6600;9.91;0.07;N
0;35000;RENT;0.0;MEDICAL;A;9000;8.59;0.26;N
0;36100;RENT;2.0;DEBTCONSOLIDATION;A;5000;7.49;0.14;N
0;82000;MORTGAGE;0.0;VENTURE;B;14000;10.00;0.17;N
1;30000;RENT;0.0;DEBTCONSOLIDATION;D;13750;15.05;0.46;Y
0;112000;OTHER;4.0;PERSONAL;A;9000;9.32;0.08;N
0;39396;MORTGAGE;1.0;EDUCATION;A;5000;6.62;0.13;N
0;51000;MORTGAGE;6.0;EDUCATION;C;3000;13.99;0.06;N
0;53000;RENT;5.0;EDUCATION;A;5100;7.90;0.10;N
0;38500;RENT;2.0;MEDICAL;B;7000;11.14;0.18;N
0;68000;MORTGAGE;3.0;VENTURE;B;9750;10.37;0.14;N
0;42000;RENT;2.0;EDUCATION;B;6500;10.37;0.15;N
0;67014;MORTGAGE;18.0;VENTURE;C;16000;13.22;0.24;N
0;72000;MORTGAGE;1.0;HOMEIMPROVEMENT;A;2100;7.66;0.03;N
0;68000;MORTGAGE;6.0;DEBTCONSOLIDATION;A;16000;7.90;0.24;N
0;59448;RENT;6.0;DEBTCONSOLIDATION;A;12000;6.54;0.20;N
0;70000;RENT;23.0;VENTURE;A;11000;7.29;0.16;N
0;68000;RENT;2.0;VENTURE;A;8400;7.88;0.12;N
0;69000;MORTGAGE;10.0;MEDICAL;A;6000;7.14;0.09;N
0;55000;MORTGAGE;6.0;VENTURE;A;10000;5.79;0.18;N
0;50000;RENT;9.0;MEDICAL;C;3600;15.27;0.07;Y
0;140000;RENT;5.0;VENTURE;B;8400;12.53;0.06;N
1;11476;RENT;0.0;MEDICAL;A;5700;7.49;0.50;N
1;59004;RENT;0.0;DEBTCONSOLIDATION;B;4800;11.49;0.08;N
1;32000;RENT;1.0;PERSONAL;D;5000;14.84;0.16;N
0;38400;OWN;5.0;EDUCATION;B;7675;10.00;0.20;N
0;75000;MORTGAGE;6.0;VENTURE;B;25000;10.99;0.33;N
1;32000;RENT;0.0;DEBTCONSOLIDATION;B;6000;11.36;0.19;N
0;50000;RENT;0.0;EDUCATION;A;10000;6.92;0.20;N
1;38000;RENT;5.0;EDUCATION;B;13500;9.91;0.36;N
1;33000;RENT;0.0;DEBTCONSOLIDATION;A;11000;7.66;0.33;N
0;33316;MORTGAGE;4.0;VENTURE;A;5000;6.54;0.15;N
0;68000;MORTGAGE;7.0;VENTURE;A;12000;7.51;0.18;N
1;15000;OWN;0.0;VENTURE;A;5000;7.74;0.33;N
0;130000;RENT;17.0;EDUCATION;B;12000;10.75;0.09;N
0;63000;MORTGAGE;2.0;HOMEIMPROVEMENT;B;20000;9.99;0.32;N
1;44000;RENT;1.0;MEDICAL;C;5000;13.99;0.11;Y
0;80000;RENT;2.0;VENTURE;B;7800;9.99;0.10;N
0;37500;RENT;7.0;EDUCATION;B;3300;10.37;0.09;N
0;50000;RENT;3.0;EDUCATION;E;12000;17.14;0.24;N
1;92085;MORTGAGE;4.0;HOMEIMPROVEMENT;C;2500;15.27;0.03;Y
1;26976;RENT;4.0;PERSONAL;A;9000;7.51;0.33;N
0;85000;RENT;0.0;EDUCATION;B;7000;10.74;0.08;N
0;35000;RENT;5.0;MEDICAL;C;5400;12.84;0.15;N
1;26400;RENT;0.0;MEDICAL;E;10000;19.03;0.38;Y
0;25716;RENT;1.0;PERSONAL;C;3000;13.72;0.12;N
0;39000;RENT;12.0;DEBTCONSOLIDATION;B;5250;11.49;0.13;N
0;52800;RENT;1.0;PERSONAL;A;2100;6.76;0.04;N
0;76554;RENT;8.0;HOMEIMPROVEMENT;D;7600;12.61;0.10;N
0;45000;RENT;9.0;EDUCATION;A;4800;7.51;0.11;N
1;39600;RENT;4.0;DEBTCONSOLIDATION;F;10000;20.89;0.25;Y
0;85000;RENT;2.0;MEDICAL;B;9600;10.99;0.11;N
0;57600;RENT;3.0;VENTURE;D;10000;15.58;0.17;Y
0;200000;MORTGAGE;0.0;MEDICAL;B;20000;11.48;0.10;N
0;150000;MORTGAGE;1.0;VENTURE;B;28000;11.71;0.19;N
0;68000;MORTGAGE;10.0;EDUCATION;A;10000;8.49;0.15;N
1;18000;RENT;0.0;PERSONAL;C;1000;13.49;0.06;N
0;106000;MORTGAGE;7.0;EDUCATION;A;10000;7.14;0.09;N
1;10000;OWN;6.0;VENTURE;D;1600;14.74;0.16;N
0;72500;MORTGAGE;0.0;PERSONAL;A;30000;7.49;0.41;N
0;53000;RENT;4.0;VENTURE;B;6800;9.91;0.13;N
0;87800;MORTGAGE;5.0;EDUCATION;A;12000;5.79;0.14;N
1;69000;RENT;11.0;DEBTCONSOLIDATION;D;6000;15.21;0.09;N
0;80000;MORTGAGE;8.0;DEBTCONSOLIDATION;C;24000;14.35;0.30;Y
0;90000;RENT;8.0;HOMEIMPROVEMENT;B;10000;11.89;0.11;N
0;54000;MORTGAGE;5.0;EDUCATION;A;5000;7.88;0.09;N
0;32000;MORTGAGE;2.0;VENTURE;A;12000;7.88;0.38;N
0;20868;OWN;0.0;VENTURE;C;5375;13.49;0.26;Y
